tv_seq,tv_side,tv_entry_time,tv_exit_time,tv_entry_price,tv_exit_price,tv_qty,tv_reason,py_seq,py_side,py_entry_time,py_exit_time,py_entry_price,py_exit_price,py_qty,py_reason,side_match,reason_match,entry_time_diff_min,exit_time_diff_min,entry_price_diff,exit_price_diff,qty_diff,entry_price_match,exit_price_match,qty_match,all_price_qty_match,all_core_match
1,SHORT,2025-06-30 06:45:00+00:00,2025-06-30 15:45:00+00:00,107504.0,107437.2,0.223004,BE,1,SHORT,2025-06-30 06:45:00+00:00,2025-06-30 15:45:00+00:00,107504.0,107438.34255507973,0.226903,BE,True,True,0.0,0.0,0.0,1.1425550797284814,0.003898999999999986,True,False,False,False,True
2,SHORT,2025-06-30 06:45:00+00:00,2025-06-30 15:45:00+00:00,107504.0,107437.2,0.223005,BE,2,SHORT,2025-06-30 06:45:00+00:00,2025-06-30 15:45:00+00:00,107504.0,107438.34255507973,0.226903,BE,True,True,0.0,0.0,0.0,1.1425550797284814,0.003897999999999985,True,False,False,False,True
3,SHORT,2025-06-30 15:45:00+00:00,2025-07-02 08:15:00+00:00,107525.1,107417.4,0.138623,BE,3,SHORT,2025-06-30 15:45:00+00:00,2025-07-02 08:15:00+00:00,107525.1,107417.42346520972,0.138726,BE,True,True,0.0,0.0,0.0,0.023465209727874026,0.00010299999999999199,True,True,False,False,True
4,SHORT,2025-06-30 15:45:00+00:00,2025-07-02 08:15:00+00:00,107525.1,107417.4,0.138624,BE,4,SHORT,2025-06-30 15:45:00+00:00,2025-07-02 08:15:00+00:00,107525.1,107417.42346520972,0.138726,BE,True,True,0.0,0.0,0.0,0.023465209727874026,0.00010199999999999099,True,True,False,False,True
5,LONG,2025-07-02 08:15:00+00:00,2025-07-03 09:15:00+00:00,107596.9,109938.2,0.232349,TP1,5,LONG,2025-07-02 08:15:00+00:00,2025-07-03 09:15:00+00:00,107596.9,109937.6678048125,0.232349,TP1,True,True,0.0,0.0,0.0,-0.5321951874939259,0.0,True,False,True,False,True
6,LONG,2025-07-02 08:15:00+00:00,2025-07-04 04:45:00+00:00,107596.9,108921.3,0.23235,TRAIL,6,LONG,2025-07-02 08:15:00+00:00,2025-07-04 04:45:00+00:00,107596.9,108921.32146345831,0.232349,TRAIL,True,True,0.0,0.0,0.0,0.02146345830988139,-1.000000000001e-06,True,True,False,False,True
7,LONG,2025-07-04 04:45:00+00:00,2025-07-04 13:30:00+00:00,108938.7,108318.6,0.229487,SL,7,LONG,2025-07-04 04:45:00+00:00,2025-07-04 13:30:00+00:00,108938.7,108318.68640012947,0.229487,SL,True,True,0.0,0.0,0.0,0.08640012946852949,0.0,True,True,True,True,True
8,LONG,2025-07-04 04:45:00+00:00,2025-07-04 13:30:00+00:00,108938.7,108318.6,0.229488,SL,8,LONG,2025-07-04 04:45:00+00:00,2025-07-04 13:30:00+00:00,108938.7,108318.68640012947,0.229487,SL,True,True,0.0,0.0,0.0,0.08640012946852949,-1.000000000001e-06,True,True,False,False,True
9,SHORT,2025-07-04 15:15:00+00:00,2025-07-06 13:45:00+00:00,107814.4,108820.1,0.149311,SL,9,SHORT,2025-07-04 15:15:00+00:00,2025-07-06 13:45:00+00:00,107814.4,108820.0133374462,0.149311,SL,True,True,0.0,0.0,0.0,-0.08666255380376242,0.0,True,True,True,True,True
10,SHORT,2025-07-04 15:15:00+00:00,2025-07-06 13:45:00+00:00,107814.4,108820.1,0.149311,SL,10,SHORT,2025-07-04 15:15:00+00:00,2025-07-06 13:45:00+00:00,107814.4,108820.0133374462,0.149311,SL,True,True,0.0,0.0,0.0,-0.08666255380376242,0.0,True,True,True,True,True
11,LONG,2025-07-06 13:45:00+00:00,2025-07-06 18:45:00+00:00,108713.7,108225.5,0.229962,SL,11,LONG,2025-07-06 13:45:00+00:00,2025-07-06 18:45:00+00:00,108713.7,108225.5607751439,0.229962,SL,True,True,0.0,0.0,0.0,0.060775143894716166,0.0,True,True,True,True,True
12,LONG,2025-07-06 13:45:00+00:00,2025-07-06 18:45:00+00:00,108713.7,108225.5,0.229963,SL,12,LONG,2025-07-06 13:45:00+00:00,2025-07-06 18:45:00+00:00,108713.7,108225.5607751439,0.229962,SL,True,True,0.0,0.0,0.0,0.060775143894716166,-1.000000000001e-06,True,True,False,False,True
13,LONG,2025-07-06 18:45:00+00:00,2025-07-07 12:00:00+00:00,108424.5,108494.6,0.230576,BE,13,LONG,2025-07-06 18:45:00+00:00,2025-07-07 12:00:00+00:00,108424.5,108494.66746266762,0.230576,BE,True,True,0.0,0.0,0.0,0.06746266761911102,0.0,True,True,True,True,True
14,LONG,2025-07-06 18:45:00+00:00,2025-07-07 12:00:00+00:00,108424.5,108494.6,0.230576,BE,14,LONG,2025-07-06 18:45:00+00:00,2025-07-07 12:00:00+00:00,108424.5,108494.66746266762,0.230576,BE,True,True,0.0,0.0,0.0,0.06746266761911102,0.0,True,True,True,True,True
15,SHORT,2025-07-07 14:00:00+00:00,2025-07-08 13:45:00+00:00,108092.4,109100.3,0.148972,SL,15,SHORT,2025-07-07 14:00:00+00:00,2025-07-08 13:45:00+00:00,108092.4,109100.2955178229,0.148972,SL,True,True,0.0,0.0,0.0,-0.004482177100726403,0.0,True,True,True,True,True
16,SHORT,2025-07-07 14:00:00+00:00,2025-07-08 13:45:00+00:00,108092.4,109100.3,0.148973,SL,16,SHORT,2025-07-07 14:00:00+00:00,2025-07-08 13:45:00+00:00,108092.4,109100.2955178229,0.148972,SL,True,True,0.0,0.0,0.0,-0.004482177100726403,-1.000000000001e-06,True,True,False,False,True
17,LONG,2025-07-08 13:45:00+00:00,2025-07-08 14:45:00+00:00,108978.1,108303.4,0.229404,SL,17,LONG,2025-07-08 13:45:00+00:00,2025-07-08 14:45:00+00:00,108978.1,108303.4269527166,0.229404,SL,True,True,0.0,0.0,0.0,0.026952716609230265,0.0,True,True,True,True,True
18,LONG,2025-07-08 13:45:00+00:00,2025-07-08 14:45:00+00:00,108978.1,108303.4,0.229405,SL,18,LONG,2025-07-08 13:45:00+00:00,2025-07-08 14:45:00+00:00,108978.1,108303.4269527166,0.229404,SL,True,True,0.0,0.0,0.0,0.026952716609230265,-1.000000000001e-06,True,True,False,False,True
19,SHORT,2025-07-08 14:45:00+00:00,2025-07-09 12:00:00+00:00,108336.3,109287.9,0.157805,SL,19,SHORT,2025-07-08 14:45:00+00:00,2025-07-09 12:00:00+00:00,108336.3,109287.83624280148,0.157805,SL,True,True,0.0,0.0,0.0,-0.06375719851348549,0.0,True,True,True,True,True
20,SHORT,2025-07-08 14:45:00+00:00,2025-07-09 12:00:00+00:00,108336.3,109287.9,0.157806,SL,20,SHORT,2025-07-08 14:45:00+00:00,2025-07-09 12:00:00+00:00,108336.3,109287.83624280148,0.157805,SL,True,True,0.0,0.0,0.0,-0.06375719851348549,-1.000000000001e-06,True,True,False,False,True
21,LONG,2025-07-09 12:00:00+00:00,2025-07-09 14:30:00+00:00,109350.5,108797.0,0.228623,SL,21,LONG,2025-07-09 12:00:00+00:00,2025-07-09 14:30:00+00:00,109350.5,108797.04887189396,0.228623,SL,True,True,0.0,0.0,0.0,0.04887189395958558,0.0,True,True,True,True,True
22,LONG,2025-07-09 12:00:00+00:00,2025-07-09 14:30:00+00:00,109350.5,108797.0,0.228624,SL,22,LONG,2025-07-09 12:00:00+00:00,2025-07-09 14:30:00+00:00,109350.5,108797.04887189396,0.228623,SL,True,True,0.0,0.0,0.0,0.04887189395958558,-1.000000000001e-06,True,True,False,False,True
